Sr_No,Application Name,Customer Initiated Transactions in Volume (Mn),Customer Initiated Transactions in Value (Cr),B2C Transactions in Volume (Mn),B2C Transactions in Value (Cr),B2B Transactions in Volume (Mn),B2B Transactions in Value (Cr),On-us Transactions in Volume (Mn),On-us Transactions in Value (Cr),Total in Volume (Mn),Total in Value (Cr),Date
52012,BHIM,27.27,"8,513.82",0,0,0,0,0,0,27.27,"8,513.82",Oct-21
52134,Canara Bank App,0.21,77.06,0,0,0,0,0,0,0.21,77.06,Oct-21
52135,Central Bank of India App,0.12,45.48,0,0,0,0,0,0,0.12,45.48,Oct-21
52136,Citi Bank App,0.11,81.21,0,0,0,0,0,0,0.11,81.21,Oct-21
52137,City Union Bank App,0.01,3.95,0,0,0,0,0,0,0.01,3.95,Oct-21
52110,Cointab,0.45,84.71,0,0,0,0,0,0,0.45,84.71,Oct-21
52004,Cred,9.73,"12,561.25",0,0,0,0,0,0,9.73,"12,561.25",Oct-21
52138,DBS Digibank App,0.58,198.18,0,0,0,0,0,0,0.58,198.18,Oct-21
52139,Dena Bank App,0.02,27.43,0,0,0,0,0,0,0.02,27.43,Oct-21
52140,Deutsche Bank App,0.85,98.84,0,0,0,0.39,0,0,0.85,99.23,Oct-21
52142,Federal Bank App,0.44,90.5,0,0,0,0,0,0,0.44,90.5,Oct-21
52143,Fino Payments bank App,0.02,1.75,0,0,0,0,0,0,0.02,1.75,Oct-21
52125,Finshell Pay,0.03,1.26,0,0,0,0,0,0,0.03,1.26,Oct-21
52002,Google Pay,"1,451.93","2,87,491.46",0,0,0,0,0,0,"1,451.93","2,87,491.46",Oct-21
52010,HDFC Bank Apps,5.02,"1,082.99",0,0,0,0,0,0,5.02,"1,082.99",Oct-21
52144,HSBC Bank App,0.08,53.35,0,0.03,0,0,0,0,0.08,53.39,Oct-21
52007,ICICI Bank Apps,26.24,"6,167.22",3.04,162.41,0,0,0,0,29.27,"6,329.63",Oct-21
52145,IDBI Bank App,0.03,14.22,0,0,0,0,0,0,0.03,14.22,Oct-21
52146,IDFC Bank App,0.62,231.02,0,0,0,0,0,0,0.62,231.02,Oct-21
52147,India Post Payments Bank App,2.39,291.7,0,0,0,0,0,0,2.39,291.7,Oct-21
52148,Indian Bank App,0.09,38.84,0,0,0,0,0,0,0.09,38.84,Oct-21
52149,IndusInd Bank App,1.05,"1,014.56",0,0,0,0,0,0,1.05,"1,014.56",Oct-21
52152,Jio Payments Bank App,1.33,85.75,0,0,0,0,0,0,1.33,85.75,Oct-21
52153,Jupiter Money,0.29,60,0,0,0,0,0,0,0.29,60,Oct-21
52154,Karnataka Bank App,0.2,25.71,0,0,0,0,0,0,0.2,25.71,Oct-21
52155,Karur Vysya Bank App,0.03,15.4,0,0,0,0,0,0,0.03,15.4,Oct-21
52009,Kotak Mahindra Bank Apps,5.38,944.5,0,0,0,0,0,0,5.38,944.5,Oct-21
52156,MakeMy Trip,0.13,48.4,0,0,0,0,0,0,0.13,48.4,Oct-21
52123,MI Pay,0.37,54.77,0,0,0,0,0,0,0.37,54.77,Oct-21
52016,Mobikwik,4.08,"1,070.32",0,0,0,0,0,0,4.08,"1,070.32",Oct-21
52067,Paytm Payments Bank App,542.57,"64,727.41",8.06,11.66,0,0,81.55,"15,768.96",632.18,"80,508.04",Oct-21
52001,PhonePe,"1,937.57","3,65,845.39",0,0,0,0,0,0,"1,937.57","3,65,845.39",Oct-21
52158,Punjab National Bank App,0.08,32.06,0,0,0,0,0,0,0.08,32.06,Oct-21
52160,RBL Bank App,0.22,84.08,0,0,0,0,0,0,0.22,84.08,Oct-21
52021,Samsung Pay,2.81,428.41,0,0,0,0,0,0,2.81,428.41,Oct-21
52161,South Indian Bank App,0.11,37.4,0,0,0,0,0,0,0.11,37.4,Oct-21
52162,Standard Chartered Bank App,0.1,56.38,0,0,0,0,0,0,0.1,56.38,Oct-21
52019,State Bank of India Apps,3.98,"2,089.18",0,0,0,0,0,0,3.98,"2,089.18",Oct-21
52163,UCO Bank App,0.11,27.95,0,0,0,0,0,0,0.11,27.95,Oct-21
52056,Ultracash,2.32,170.32,0,0,0,0,0,0,2.32,170.32,Oct-21
52034,Union Bank Apps,0.66,223.98,0,0,0,0,0,0,0.66,223.98,Oct-21
52011,WhatsApp,2.6,104.19,0,0,0,0,0,0,2.6,104.19,Oct-21
52013,Yes Bank Apps,28.32,"7,660.21",0.1,0.05,0,0,0,0,28.41,"7,660.27",Oct-21
52124,YuvaPay,0.04,61.62,0,0,0,0,0,0,0.04,61.62,Oct-21
52066,Other Apps,0.05,21.51,0,0,0,0,0,0,0.05,21.51,Oct-21
52014,Airtel Payments Bank Apps,6.91,"1,520.92",0,0,0,0,4.61,"2,238.19",11.52,"3,759.12",Sep-21
52130,Allahabad Bank App,0.02,5.34,0,0,0,0,0,0,0.02,5.34,Sep-21
52006,Amazon Pay,62.9,"5,267.79",0,0,0,0,0,0,62.9,"5,267.79",Sep-21
52131,AU Small Finance Bank App,0.13,46.49,0,0,0,0,0,0,0.13,46.49,Sep-21
52005,Axis Bank Apps,7.37,788.51,51.77,44.22,0,0,0,0,59.13,832.73,Sep-21
52015,Bajaj Finserv,0.04,3.03,0,0,0,0,0,0,0.04,3.03,Sep-21
52036,Bank of Baroda Apps,0.73,293.05,0,0,0,0.01,0,0,0.73,293.05,Sep-21
52132,Bank of India App,0.03,12.45,0,0,0,0,0,0,0.03,12.45,Sep-21
52133,Bank of Maharashtra App,0.04,7.8,0,0,0,0,0,0,0.04,7.8,Sep-21
52012,BHIM,25.36,"7,538.58",0,0,0,0,0,0,25.36,"7,538.58",Sep-21
52134,Canara Bank App,0.16,51.88,0,0,0,0,0,0,0.16,51.88,Sep-21
52135,Central Bank of India App,0.13,47.35,0,0,0,0,0,0,0.13,47.35,Sep-21
52136,Citi Bank App,0.12,68.42,0,0,0,0,0,0,0.12,68.42,Sep-21
52137,City Union Bank App,0.01,3.32,0,0,0,0,0,0,0.01,3.32,Sep-21
52110,Cointab,0.34,69.81,0,0,0,0,0,0,0.34,69.81,Sep-21
52004,Cred,7.74,"9,614.36",0,0,0,0,0,0,7.74,"9,614.36",Sep-21
52138,DBS Digibank App,0.55,180.79,0,0,0,0,0,0,0.55,180.79,Sep-21
52139,Dena Bank App,0.02,24.37,0,0,0,0,0,0,0.02,24.37,Sep-21
52140,Deutsche Bank App,0.76,70.24,0,0,0,0,0,0,0.76,70.24,Sep-21
52141,Dhanlaxmi Bank App,0.01,2.86,0,0,0,0,0,0,0.01,2.86,Sep-21
52142,Federal Bank App,0.39,79.44,0,0,0,0,0,0,0.39,79.44,Sep-21
52143,Fino Payments bank App,0.02,1.63,0,0,0,0,0,0,0.02,1.63,Sep-21
52125,Finshell Pay,0.02,0.72,0,0,0,0,0,0,0.02,0.72,Sep-21
52102,Goibibo,0.01,2.62,0,0,0,0,0,0,0.01,2.62,Sep-21
52002,Google Pay,"1,294.56","2,50,393.65",0,0,0,0,0,0,"1,294.56","2,50,393.65",Sep-21
52010,HDFC Bank Apps,3.14,772.08,0,0,0,0,0,0,3.14,772.08,Sep-21
52144,HSBC Bank App,0.08,42.97,0,0.05,0,0,0,0,0.08,43.02,Sep-21
52007,ICICI Bank Apps,18.86,"6,395.93",3.25,183.72,0,0,0,0,22.11,"6,579.65",Sep-21
52145,IDBI Bank App,0.02,12,0,0,0,0,0,0,0.02,12,Sep-21
52146,IDFC Bank App,0.49,181.96,0,0,0,0,0,0,0.49,181.96,Sep-21
52147,India Post Payments Bank App,2.28,267.94,0,0,0,0,0,0,2.28,267.94,Sep-21
52148,Indian Bank App,0.08,35.34,0,0,0,0,0,0,0.08,35.34,Sep-21
52149,IndusInd Bank App,0.33,532.43,0,0,0,0,0,0,0.33,532.43,Sep-21
52152,Jio Payments Bank App,1.24,74.89,0,0,0,0,0,0,1.24,74.89,Sep-21
52153,Jupiter Money,0.13,29.3,0,0,0,0,0,0,0.13,29.3,Sep-21
52154,Karnataka Bank App,0.16,18.64,0,0,0,0,0,0,0.16,18.64,Sep-21
52155,Karur Vysya Bank App,0.03,14.14,0,0,0,0,0,0,0.03,14.14,Sep-21
52009,Kotak Mahindra Bank Apps,4.31,771.05,0,0,0,0,0,0,4.31,771.05,Sep-21
52156,MakeMy Trip,0.08,25.67,0,0,0,0,0,0,0.08,25.67,Sep-21
52123,MI Pay,0.36,51.29,0,0,0,0,0,0,0.36,51.29,Sep-21
52016,Mobikwik,3.2,687.94,0,0,0,0,0,0,3.2,687.94,Sep-21
52157,NSDL Payments Bank App,0.01,0.84,0,0,0,0,0,0,0.01,0.84,Sep-21
52067,Paytm Payments Bank App,462.71,"53,793.06",7.02,9.55,0,0,73.82,"7,614.92",543.55,"61,417.53",Sep-21
52001,PhonePe,"1,653.19","3,06,437.37",0,0,0,0,0,0,"1,653.19","3,06,437.37",Sep-21
52158,Punjab National Bank App,0.07,25.07,0,0,0,0,0,0,0.07,25.07,Sep-21
52165,Punjab Sindh Bank App,0.01,2.7,0,0,0,0,0,0,0.01,2.7,Sep-21
52160,RBL Bank App,0.17,65.95,0,0,0,0,0,0,0.17,65.95,Sep-21
52021,Samsung Pay,2.37,371.1,0,0,0,0,0,0,2.37,371.1,Sep-21
52161,South Indian Bank App,0.09,31.18,0,0,0,0,0,0,0.09,31.18,Sep-21
52162,Standard Chartered Bank App,0.08,45.86,0,0,0,0,0,0,0.08,45.86,Sep-21
52019,State Bank of India Apps,3.77,"1,874.58",0,0,0,0,0,0,3.77,"1,874.58",Sep-21
52163,UCO Bank App,0.1,23.44,0,0,0,0,0,0,0.1,23.44,Sep-21
52056,Ultracash,2.02,163.57,0,0,0,0,0,0,2.02,163.57,Sep-21
52034,Union Bank Apps,0.41,155.2,0,0,0,0,0,0,0.41,155.2,Sep-21
52011,WhatsApp,1.01,62.31,0,0,0,0,0,0,1.01,62.31,Sep-21
52013,Yes Bank Apps,23.02,"4,994.32",0.01,0.01,0,0,0,0,23.03,"4,994.33",Sep-21
52124,YuvaPay,0.04,46.94,0,0,0,0,0,0,0.04,46.94,Sep-21
52066,Other Apps,0.03,11.75,0,0,0,0,0,0,0.03,11.75,Sep-21
52014,Airtel Payments Bank Apps,6.14,"1,396.65",0,0,0,0,3.17,"1,545.24",9.31,"2,941.88",Aug-21
52130,Allahabad Bank App,0.01,4.44,0,0,0,0,0,0,0.01,4.44,Aug-21
52006,Amazon Pay,60.67,"5,297.16",0,0,0,0,0,0,60.67,"5,297.16",Aug-21
52131,AU Small Finance Bank App,0.1,38.53,0,0,0,0,0,0,0.1,38.53,Aug-21
52005,Axis Bank Apps,10.11,890.5,77.38,69.22,0,0.01,0,0,87.49,959.73,Aug-21
52015,Bajaj Finserv,0.04,2.85,0,0,0,0,0,0,0.04,2.85,Aug-21
52036,Bank of Baroda Apps,0.75,302.05,0,0,0,0,0,0,0.75,302.06,Aug-21
52132,Bank of India App,0.03,10.31,0,0,0,0,0,0,0.03,10.31,Aug-21
52133,Bank of Maharashtra App,0.04,7.76,0,0,0,0,0,0,0.04,7.76,Aug-21
52012,BHIM,26.33,"8,063.93",0,0,0,0,0,0,26.33,"8,063.93",Aug-21
52134,Canara Bank App,0.14,56.23,0,0,0,0,0,0,0.14,56.23,Aug-21
52135,Central Bank of India App,0.13,47.83,0,0,0,0,0,0,0.13,47.83,Aug-21
52136,Citi Bank App,0.09,72.04,0,0,0,0,0,0,0.09,72.04,Aug-21
52137,City Union Bank App,0.01,2.73,0,0,0,0,0,0,0.01,2.73,Aug-21
52110,Cointab,0.28,63.77,0,0,0,0,0,0,0.28,63.77,Aug-21
52004,Cred,7.5,"9,040.43",0,0,0,0,0,0,7.5,"9,040.43",Aug-21
52138,DBS Digibank App,0.57,187.52,0,0,0,0,0,0,0.57,187.52,Aug-21
52139,Dena Bank App,0.02,23.12,0,0,0,0,0,0,0.02,23.12,Aug-21
52140,Deutsche Bank App,0.73,81.7,0,0,0,0.04,0,0,0.73,81.74,Aug-21
52142,Federal Bank App,0.35,74.71,0,0,0,0,0,0,0.35,74.71,Aug-21
52143,Fino Payments bank App,0.02,1.38,0,0,0,0,0,0,0.02,1.38,Aug-21
52002,Google Pay,"1,243.75","2,44,453.05",0,0,0,0,0,0,"1,243.75","2,44,453.05",Aug-21
52010,HDFC Bank Apps,3.1,676.72,0,0,0,0,0,0,3.1,676.72,Aug-21
52144,HSBC Bank App,0.07,39.19,0,0.05,0,0,0,0,0.07,39.24,Aug-21
52007,ICICI Bank Apps,17.55,"5,476.78",2.26,144.48,0,0,0,0,19.81,"5,621.27",Aug-21
52145,IDBI Bank App,0.03,11.26,0,0,0,0,0,0,0.03,11.26,Aug-21
52146,IDFC Bank App,0.4,155.19,0,0,0,0,0,0,0.4,155.19,Aug-21
52147,India Post Payments Bank App,2,255.16,0,0,0,0,0,0,2,255.16,Aug-21
52148,Indian Bank App,0.08,34.46,0,0,0,0,0,0,0.08,34.46,Aug-21
52149,IndusInd Bank App,0.52,570.21,0,0,0,0,0,0,0.52,570.21,Aug-21
52151,Janta Sahakari Bank App,0.01,4.8,0,0,0,0,0,0,0.01,4.8,Aug-21
52152,Jio Payments Bank App,1.06,68.16,0,0,0,0,0,0,1.06,68.16,Aug-21
52153,Jupiter Money,0.07,17.36,0,0,0,0,0,0,0.07,17.36,Aug-21
52154,Karnataka Bank App,0.12,15.38,0,0,0,0,0,0,0.12,15.38,Aug-21
52155,Karur Vysya Bank App,0.03,15.25,0,0,0,0,0,0,0.03,15.25,Aug-21
52009,Kotak Mahindra Bank Apps,3.98,723.21,0,0,0,0,0,0,3.98,723.21,Aug-21
52156,MakeMy Trip,0.08,25.28,0,0,0,0,0,0,0.08,25.28,Aug-21
52123,MI Pay,0.34,50.26,0,0,0,0,0,0,0.34,50.26,Aug-21
52016,Mobikwik,2.59,418.04,0,0,0,0,0,0,2.59,418.04,Aug-21
52157,NSDL Payments Bank App,0.01,0.85,0,0,0,0,0,0,0.01,0.85,Aug-21
52067,Paytm Payments Bank App,423.63,"50,021.40",6.17,6.15,0,0,68.85,"6,292.08",498.65,"56,319.62",Aug-21
52001,PhonePe,"1,622.95","3,01,644.80",0,0,0,0,0,0,"1,622.95","3,01,644.80",Aug-21
52158,Punjab National Bank App,0.04,15.28,0,0,0,0,0,0,0.04,15.28,Aug-21
52165,Punjab Sindh Bank App,0.01,2.53,0,0,0,0,0,0,0.01,2.53,Aug-21
52160,RBL Bank App,0.16,70.24,0,0,0,0,0,0,0.16,70.24,Aug-21
52166,RealMe,0.01,0.41,0,0,0,0,0,0,0.01,0.41,Aug-21
52021,Samsung Pay,2.25,372.08,0,0,0,0,0,0,2.25,372.08,Aug-21
52161,South Indian Bank App,0.09,31.69,0,0,0,0,0,0,0.09,31.69,Aug-21
52162,Standard Chartered Bank App,0.08,45.31,0,0,0,0,0,0,0.08,45.31,Aug-21
52019,State Bank of India Apps,3.69,"1,905.52",0,0,0,0,0,0,3.69,"1,905.52",Aug-21
52163,UCO Bank App,0.09,21.64,0,0,0,0,0,0,0.09,21.64,Aug-21
52056,Ultracash,1.66,161.92,0,0,0,0,0,0,1.66,161.92,Aug-21
52034,Union Bank Apps,0.37,150.94,0,0,0,0,0,0,0.37,150.94,Aug-21
52011,WhatsApp,0.5,44.7,0,0,0,0,0,0,0.5,44.7,Aug-21
52013,Yes Bank Apps,24.34,"5,702.87",0,0,0,0,0,0,24.35,"5,702.87",Aug-21
52124,YuvaPay,0.02,19.01,0,0,0,0,0,0,0.02,19.01,Aug-21
52066,Other Apps,0.02,10.41,0,0,0,0,0,0,0.02,10.41,Aug-21
52014,Airtel Payments Bank Apps,5.79,"1,534.21",0,0,0,0,1.57,809,7.36,"2,342.76",Jul-21
52130,Allahabad Bank App,0.01,2.03,0,0,0,0,0,0,0.01,2.03,Jul-21
52006,Amazon Pay,62.83,"5,223.57",0,0,0,0,0,0,62.83,"5,223.57",Jul-21
52131,AU Small Finance Bank App,0.08,33.12,0,0,0,0,0,0,0.08,33.12,Jul-21
52005,Axis Bank Apps,10.08,891.26,64.06,50.09,0.00004,0.00002,0,0,74.13,941.35,Jul-21
52015,Bajaj Finserv,0.02,1.55,0,0,0,0,0,0,0.02,1.55,Jul-21
52036,Bank of Baroda Apps,0.67,284.98,0,0,0.0001,0.002,0,0,0.67,284.99,Jul-21
52132,Bank of India App,0.03,9.8,0,0,0,0,0,0,0.03,9.8,Jul-21
52133,Bank of Maharashtra App,0.03,7.27,0,0,0,0,0,0,0.03,7.27,Jul-21
52012,BHIM,23.76,"7,442.86",0,0,0,0,0,0,23.76,"7,442.86",Jul-21
52134,Canara Bank App,0.11,55.83,0,0,0.00002,0.00003,0,0,0.11,55.83,Jul-21
52135,Central Bank of India App,0.12,46.71,0,0,0,0,0,0,0.12,46.71,Jul-21
52136,Citi Bank App,0.09,80.39,0,0,0,0,0,0,0.09,80.39,Jul-21
52137,City Union Bank App,0.01,2.09,0,0,0,0,0,0,0.01,2.09,Jul-21
52110,Cointab,0.17,49.15,0,0,0,0,0,0,0.17,49.15,Jul-21
52004,Cred,7.12,"8,121.41",0,0,0,0,0,0,7.12,"8,121.41",Jul-21
52138,DBS Digibank App,0.57,189.67,0,0,0,0,0,0,0.57,189.67,Jul-21
52139,Dena Bank App,0.02,24.26,0,0,0,0,0,0,0.02,24.26,Jul-21
52140,Deutsche Bank App,0.52,55.42,0,0,0.00001,0.1,0,0,0.52,55.55,Jul-21
52142,Federal Bank App,0.28,68.82,0,0,0,0,0,0,0.28,68.82,Jul-21
52143,Fino Payments bank App,0.01,1.13,0,0,0,0,0,0,0.01,1.13,Jul-21
52002,Google Pay,"1,119.16","2,30,847.54",0,0,0,0,0,0,"1,119.16","2,30,847.54",Jul-21
52010,HDFC Bank Apps,3,588.25,0,0,0.00001,0.00002,0,0,3,588.25,Jul-21
52144,HSBC Bank App,0.06,40.49,0.0001,0.04,0,0,0,0,0.06,40.52,Jul-21
52007,ICICI Bank Apps,15.41,"5,761.98",2.85,134.07,0.00004,0.0004,0,0,18.26,"5,896.05",Jul-21
52145,IDBI Bank App,0.02,11.24,0,0,0,0,0,0,0.02,11.24,Jul-21
52146,IDFC Bank App,0.3,130.1,0,0,0,0,0,0,0.3,130.1,Jul-21
52147,India Post Payments Bank App,1.79,231.52,0,0,0,0,0,0,1.79,231.52,Jul-21
52148,Indian Bank App,0.08,33.52,0,0,0.000001,0.0000001,0,0,0.08,33.52,Jul-21
52149,IndusInd Bank App,2.18,458.06,0,0,0.000003,0.000001,0,0,2.18,458.06,Jul-21
52152,Jio Payments Bank App,1.03,63.44,0,0,0,0,0,0,1.03,63.44,Jul-21
52153,Jupiter Money,0.01,2.07,0,0,0,0,0,0,0.01,2.07,Jul-21
52154,Karnataka Bank App,0.13,18.45,0,0,0,0,0,0,0.13,18.45,Jul-21
52155,Karur Vysya Bank App,0.03,14.6,0,0,0,0,0,0,0.03,14.6,Jul-21
52009,Kotak Mahindra Bank Apps,3.46,642.53,0,0,0,0,0,0,3.46,642.53,Jul-21
52156,MakeMy Trip,0.08,29.31,0,0,0,0,0,0,0.08,29.31,Jul-21
52123,MI Pay,0.34,53.34,0,0,0,0,0,0,0.34,53.34,Jul-21
52016,Mobikwik,2.8,402.42,0,0,0,0,0,0,2.8,402.42,Jul-21
52157,NSDL Payments Bank App,0.01,0.86,0,0,0,0,0,0,0.01,0.86,Jul-21
52067,Paytm Payments Bank App,387.85,"46,406.52",4.1,4.07,0,0,62.11,"5,284",454.06,"51,694.41",Jul-21
52001,PhonePe,"1,492.09","2,88,573",0,0,0,0,0,0,"1,492.09","2,88,572.90",Jul-21
52158,Punjab National Bank App,0.02,8.86,0,0,0.00001,0.00001,0,0,0.02,8.86,Jul-21
52160,RBL Bank App,0.15,68.54,0,0,0,0,0,0,0.15,68.54,Jul-21
52021,Samsung Pay,2.02,367.67,0,0,0,0,0,0,2.02,367.67,Jul-21
52161,South Indian Bank App,0.08,28.23,0,0,0,0,0,0,0.08,28.23,Jul-21
52162,Standard Chartered Bank App,0.08,46.29,0,0,0,0,0,0,0.08,46.29,Jul-21
52019,State Bank of India Apps,3.55,"1,908.20",0,0,0.00003,0.0003,0,0,3.55,"1,908.20",Jul-21
52163,UCO Bank App,0.08,22.5,0,0,0,0,0,0,0.08,22.5,Jul-21
52056,Ultracash,1.45,158.45,0,0,0,0,0,0,1.45,158.45,Jul-21
52034,Union Bank Apps,0.33,137.37,0,0,0.000002,0.0000002,0,0,0.33,137.37,Jul-21
52011,WhatsApp,0.47,45.33,0,0,0,0,0,0,0.47,45.33,Jul-21
52013,Yes Bank Apps,25.94,"4,811.73",0,0,0,0,0,0,25.94,"4,811.73",Jul-21
52124,YuvaPay,0.48,38.3,0,0,0,0,0,0,0.48,38.3,Jul-21
52167,Other Bank Apps,0.04,16.61,0,0,0,0,0,0,0.04,16.61,Jul-21
52014,Airtel Payments Bank Apps,5.06,"1,323.26",0,0,0,0,1.63,"1,498.68",6.69,"2,821.94",Jun-21
52006,Amazon Pay,51.34,"4,814.74",0,0,0,0,0,0,51.34,"4,814.74",Jun-21
52131,AU Small Finance Bank App,0.05,25.43,0,0,0,0,0,0,0.05,25.43,Jun-21
52005,Axis Bank Apps,9.77,822.59,52.15,34.46,0,0,0,0,61.92,857.05,Jun-21
52015,Bajaj Finserv,0.01,1.05,0,0,0,0,0,0,0.01,1.05,Jun-21
52036,Bank of Baroda Apps,0.6,265.38,0,0,0,0,0,0,0.6,265.38,Jun-21
52132,Bank of India App,0.02,8.25,0,0,0,0,0,0,0.02,8.25,Jun-21
52133,Bank of Maharashtra App,0.03,6.82,0,0,0,0,0,0,0.03,6.82,Jun-21
52012,BHIM,22.84,"7,319.77",0,0,0,0,0,0,22.84,"7,319.77",Jun-21
52134,Canara Bank App,0.1,52.64,0,0,0,0,0,0,0.1,52.64,Jun-21
52135,Central Bank of India App,0.11,45.3,0,0,0,0,0,0,0.11,45.3,Jun-21
52136,Citi Bank App,0.08,75.09,0,0,0,0,0,0,0.08,75.09,Jun-21
52110,Cointab,0.12,40.95,0,0,0,0,0,0,0.12,40.95,Jun-21
52004,Cred,5.77,"6,151.57",0,0,0,0,0,0,5.77,"6,151.57",Jun-21
52138,DBS Digibank App,0.51,170.57,0,0,0,0,0,0,0.51,170.57,Jun-21
52139,Dena Bank App,0.02,21.57,0,0,0,0,0,0,0.02,21.57,Jun-21
52140,Deutsche Bank App,0.32,27.44,0,0,0,0,0,0,0.32,27.44,Jun-21
52142,Federal Bank App,0.21,49.99,0,0,0,0,0,0,0.21,49.99,Jun-21
52143,Fino Payments bank App,0.01,1.09,0,0,0,0,0,0,0.01,1.09,Jun-21
52002,Google Pay,972.26,"2,07,287.73",0,0,0,0,0,0,972.26,"2,07,287.73",Jun-21
52010,HDFC Bank Apps,2.07,408.61,0,0,0,0,0,0,2.07,408.61,Jun-21
52144,HSBC Bank App,0.07,35.56,0,0.02,0,0,0,0,0.07,35.57,Jun-21
52007,ICICI Bank Apps,12.94,"4,958.01",2.36,118.11,0,0,0,0,15.29,"5,076.12",Jun-21
52145,IDBI Bank App,0.02,10.86,0,0,0,0,0,0,0.02,10.86,Jun-21
52146,IDFC Bank App,0.21,101.74,0,0,0,0,0,0,0.21,101.74,Jun-21
52147,India Post Payments Bank App,1.47,203.73,0,0,0,0,0,0,1.47,203.73,Jun-21
52148,Indian Bank App,0.05,25.18,0,0,0,0,0,0,0.05,25.18,Jun-21
52149,IndusInd Bank App,2.18,421.41,0,0,0,0,0,0,2.18,421.41,Jun-21
52152,Jio Payments Bank App,0.8,52.08,0,0,0,0,0,0,0.8,52.08,Jun-21
52154,Karnataka Bank App,0.12,22.51,0,0,0,0,0,0,0.12,22.51,Jun-21
52155,Karur Vysya Bank App,0.03,12.59,0,0,0,0,0,0,0.03,12.59,Jun-21
52009,Kotak Mahindra Bank Apps,2.8,535.98,0,0,0,0,0,0,2.8,535.98,Jun-21
52156,MakeMy Trip,0.06,22.16,0,0,0,0,0,0,0.06,22.16,Jun-21
52123,MI Pay,0.36,56.69,0,0,0,0,0,0,0.36,56.69,Jun-21
52016,Mobikwik,3.21,535.12,0,0,0,0,0,0,3.21,535.12,Jun-21
52067,Paytm Payments Bank App,326.53,"40,614.09",4.62,4.29,0,0,51.89,"4,362.73",383.05,"44,981.11",Jun-21
52001,PhonePe,"1,292.71","2,62,565.88",0,0,0,0,0,0,"1,292.71","2,62,565.88",Jun-21
52158,Punjab National Bank App,0.08,41.1,0,0,0,0,0,0,0.08,41.1,Jun-21
52160,RBL Bank App,0.13,61.95,0,0,0,0,0,0,0.13,61.95,Jun-21
52021,Samsung Pay,1.64,331.04,0,0,0,0,0,0,1.64,331.04,Jun-21
52161,South Indian Bank App,0.06,24.3,0,0,0,0,0,0,0.06,24.3,Jun-21
52162,Standard Chartered Bank App,0.06,39.42,0,0,0,0,0,0,0.06,39.42,Jun-21
52019,State Bank of India Apps,3.43,"1,978.61",0,0,0,0,0,0,3.43,"1,978.61",Jun-21
52163,UCO Bank App,0.09,20.8,0,0,0,0,0,0,0.09,20.8,Jun-21
52056,Ultracash,1.19,148.09,0,0,0,0,0,0,1.19,148.09,Jun-21
52034,Union Bank Apps,0.29,128.37,0,0,0,0,0,0,0.29,128.37,Jun-21
52011,WhatsApp,0.46,42.44,0,0,0,0,0,0,0.46,42.44,Jun-21
52013,Yes Bank Apps,24.72,"5,227.04",0,0,0,0,0,0,24.72,"5,227.04",Jun-21
52124,YuvaPay,1.33,60.44,0,0,0,0,0,0,1.33,60.44,Jun-21
52086,Others,0.05,19.27,0,0,0,0,0,0,0.05,19.27,Jun-21
52014,Airtel Payments Bank Apps,4.06,429.12,0,0,0,0,0,0,4.06,429.12,May-21
52130,Allahabad Bank App,0.01,4.43,0,0,0,0,0,0,0.01,4.43,May-21
52006,Amazon Pay,58.35,"4,782.59",0,0,0,0,0,0,58.35,"4,782.59",May-21
52131,AU Small Finance Bank App,0.04,20.29,0,0,0,0,0,0,0.04,20.29,May-21
52005,Axis Bank Apps,10.27,769.07,58.63,37.23,0,0,0,0,68.9,806.31,May-21
52015,Bajaj Finserv,0.01,0.77,0,0,0,0,0,0,0.01,0.77,May-21
52036,Bank of Baroda Apps,0.54,230.89,0,0,0,0,0,0,0.54,230.89,May-21
52132,Bank of India App,0.01,5.23,0,0,0,0,0,0,0.01,5.23,May-21
52133,Bank of Maharashtra App,0.02,6.18,0,0,0,0,0,0,0.02,6.18,May-21
52012,BHIM,21.02,"6,776.20",0,0,0,0,0,0,21.02,"6,776.20",May-21
52134,Canara Bank App,0.09,45.92,0,0,0,0,0,0,0.09,45.92,May-21
52135,Central Bank of India App,0.1,42.18,0,0,0,0,0,0,0.1,42.18,May-21
52136,Citi Bank App,0.08,70.14,0,0,0,0,0,0,0.08,70.14,May-21
52110,Cointab,0.1,35.72,0,0,0,0,0,0,0.1,35.72,May-21
52004,Cred,5.65,"6,142.78",0,0,0,0,0,0,5.65,"6,142.78",May-21
52138,DBS Digibank App,0.47,160.73,0,0,0,0,0,0,0.47,160.73,May-21
52139,Dena Bank App,0.02,20.9,0,0,0,0,0,0,0.02,20.9,May-21
52140,Deutsche Bank App,0.21,14.69,0,0,0.000004,0.04,0,0,0.21,14.73,May-21
52142,Federal Bank App,0.17,38.99,0,0,0,0,0,0,0.17,38.99,May-21
52143,Fino Payments bank App,0.01,1.23,0,0,0,0,0,0,0.01,1.23,May-21
52002,Google Pay,880.59,"1,87,136.95",0,0,0,0,0,0,880.59,"1,87,136.95",May-21
52010,HDFC Bank Apps,1.56,274.77,0,0,0,0,0,0,1.56,274.77,May-21
52144,HSBC Bank App,0.06,35.67,0.00003,0.01,0,0,0,0,0.06,35.68,May-21
52007,ICICI Bank Apps,10.95,"4,411.52",2.21,102.59,0,0,0,0,13.16,"4,514.11",May-21
